token,path,amount_in,amount_out,amount_path,profit
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0x514906fc121c7878424a5c928cad1852cc545892, 0x56feaccb7f750b997b36a68625c7c596f0b41a58",34338074408866,34239727606123,"[34338074408866, 270290346006934881, 70610, 2423350776220469, 34239727606123]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0x2702bd7268793b5e1c7ee1ac2d9cae2ae2ecfe55, 0x469506e58d4d0d7abb476dd5c0a999d46723351f",34338074408866,33284688038608,"[34338074408866, 270290346006934881, 70610, 81328295839415526, 33284688038608]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0x684b00a5773679f88598a19976fbeb25a68e9a5f, 0x3f2eea452d4717dea05dbe55e1bfaf020294dd97",34338074408866,32536523624691,"[34338074408866, 270290346006934881, 70610, 1577304106828918843, 32536523624691]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0xe93dc496dbc669d7ee4f03b0eb0a10bb13a4b2a4, 0xc5ed7350e0fb3f780c756ba7d5d8539dc242a414",34338074408866,33331757553578,"[34338074408866, 270290346006934881, 70610, 2473424427839842192, 33331757553578]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0xa703f8d610369088f14f2a9954cd1cb394032c03, 0xdab143548832194c8f2677eba9830e0b453b37c6",34338074408866,32754872734378,"[34338074408866, 270290346006934881, 70610, 1069652, 32754872734378]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0x819de42d3ab832eaf7111a222a8a5a7419f13b48, 0x92cc4300b9fd36242900bca782b2e9e000bd5099",34338074408866,33562011226279,"[34338074408866, 270290346006934881, 70610, 24563101443140188, 33562011226279]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0x811beed0119b4afce20d2583eb608c6f7af1954f",8273371719480954,8279094658897956,"[8273371719480954, 65120218278999198328, 17011303, 2000131887851991248198436, 8279094658897956]",5722939417002
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0x8d553f9ca5fe1b749b1e2a5d9999dc2ab59e6ef7, 0x34d00a06161a5728845a3f83acd28488de57db00",45525097446201776,45912239886450963,"[45525097446201776, 358251454472904063356, 93567157, 14247095204613, 45912239886450963]",387142440249187
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0xacbf3c973eeec20c573ec930ce31198afb4ad0d5, 0x724d5c9c618a2152e99a45649a3b8cf198321f46",34338074408866,33704800487765,"[34338074408866, 270290346006934881, 70610, 5751673942870704282, 33704800487765]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0xb76bcf6b873cbd749854a90d477e6fe1fcbe86a6, 0xab3b031512a08c85d52c6e7c4f50170f01bf19e8",34338074408866,33323907266254,"[34338074408866, 270290346006934881, 70610, 18483114764930771329, 33323907266254]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0x5ed0dde7441efcd728e31cfd055c4c7efe20a57b, 0x4c083084c9d50334b343c44ec97d16011303cc73",34338074408866,33560103254688,"[34338074408866, 270290346006934881, 70610, 2085745292048247583, 33560103254688]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0x4cd36d6f32586177e36179a810595a33163a20bf, 0x7dd3f5705504002dc946aeafe6629b9481b72272",34338074408866,33634912784471,"[34338074408866, 270290346006934881, 70610, 94260750399782387, 33634912784471]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0x05a4fa8d7672bafc097223ce1188fa8940db2ddf, 0x7bfc76198fa4352d059f0edb9e8f9e0a0b755c09",34338074408866,33460160767098,"[34338074408866, 270290346006934881, 70610, 675164055281347973, 33460160767098]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0x7948548e3bf65a435413c05e818c61b3e673ae63, 0x1069cea8fa5e8a081536adecd62a7347d325e977",34338074408866,33420946232774,"[34338074408866, 270290346006934881, 70610, 16562976047378688223, 33420946232774]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0x3fa5db0910afc2a1e6de45039ea217410fb8641d, 0xa14e051af256157ce093aa54cb3b2f775358f559",34338074408866,33915235236977,"[34338074408866, 270290346006934881, 70610, 86514254847435910, 33915235236977]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0xa1db2fc9b2ceaf3cdf41fd11ffcb38404eae3906, 0x99920e0ba2b8aead4d10de769b28ecc29693c011",34338074408866,34047048222585,"[34338074408866, 270290346006934881, 70610, 2650565009148792379, 34047048222585]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0x4d7b070e3d625a4b8a40570fc1a6e8c4f7d333ff, 0xf2498cf36ede4e28c188042a0f2fdf9d89aa4ba8",34338074408866,33878069884693,"[34338074408866, 270290346006934881, 70610, 10467617698, 33878069884693]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0x4620bee6e5bd679b0242bf0bd6291b0ac45b909b, 0xf7bb3cbe60e63bb3d5dc40fb48f1857b40660b2f",34338074408866,33252655450053,"[34338074408866, 270290346006934881, 70610, 240159556254077658, 33252655450053]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0xcf4236db746dbc1855a4d095aaf58da9b030491e, 0x5fa9569b0ed6aa01e234468e6a15b77988b950df, 0x03dff868e1c7837bf578078530acb94efc45681f, 0xbddffcbfba99ff4d27da2f4a9e40e83829133a49",34338074408866,32500918147030,"[34338074408866, 270290346006934881, 70610, 38468144945197814579659, 32500918147030]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x2fdbadf3c4d5a8666bc06645b8358ab803996e28, 0x485d20e8aac9f7c6a39d05147737487ff4093af4, 0xf1603432a96cb371f03d77501d1d7f55070cf8cc, 0x78612ae1f88bdf52fd8fe4c1844820716bf82d91",9109696547191837696,40027749285893487044,"[9109696547191837696, 2165032599380031367, 18680403313550, 28049471086262, 40027749285893487044]",30918052738701649348
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x2fdbadf3c4d5a8666bc06645b8358ab803996e28, 0x485d20e8aac9f7c6a39d05147737487ff4093af4, 0x582e3da39948c6339433008703211ad2c13eb2ac",12918479906065352704,56667418122872704417,"[12918479906065352704, 2954694927684881100, 20514530973455, 56667418122872704417]",43748938216807351713
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0xf6c0428f56f9ca7ed54bd824a4856e92c3a8e401, 0x582e3da39948c6339433008703211ad2c13eb2ac",6815946795314757632,15586436372952847908,"[6815946795314757632, 1594373608205349248941782367, 9274473126, 5522011179528, 15586436372952847908]",8770489577638090276
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0x514906fc121c7878424a5c928cad1852cc545892, 0x56feaccb7f750b997b36a68625c7c596f0b41a58",34338074408866,33783911853577,"[34338074408866, 8245707469895839932556, 69670, 2391089922715745, 33783911853577]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0x2702bd7268793b5e1c7ee1ac2d9cae2ae2ecfe55, 0x469506e58d4d0d7abb476dd5c0a999d46723351f",34338074408866,32841585028829,"[34338074408866, 8245707469895839932556, 69670, 80245610193577745, 32841585028829]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0x684b00a5773679f88598a19976fbeb25a68e9a5f, 0x3f2eea452d4717dea05dbe55e1bfaf020294dd97",34338074408866,32103381907569,"[34338074408866, 8245707469895839932556, 69670, 1556306151135369220, 32103381907569]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0xe93dc496dbc669d7ee4f03b0eb0a10bb13a4b2a4, 0xc5ed7350e0fb3f780c756ba7d5d8539dc242a414",34338074408866,32888026965846,"[34338074408866, 8245707469895839932556, 69670, 2440496837659945216, 32888026965846]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0xa703f8d610369088f14f2a9954cd1cb394032c03, 0xdab143548832194c8f2677eba9830e0b453b37c6",34338074408866,32318815767454,"[34338074408866, 8245707469895839932556, 69670, 1055412, 32318815767454]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0x819de42d3ab832eaf7111a222a8a5a7419f13b48, 0x92cc4300b9fd36242900bca782b2e9e000bd5099",34338074408866,33115215514504,"[34338074408866, 8245707469895839932556, 69670, 24236103967549108, 33115215514504]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0x8d553f9ca5fe1b749b1e2a5d9999dc2ab59e6ef7, 0x34d00a06161a5728845a3f83acd28488de57db00",7210132144010326,7222823203119386,"[7210132144010326, 1731342789543421664195196, 14621489, 2238418097571, 7222823203119386]",12691059109060
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0xacbf3c973eeec20c573ec930ce31198afb4ad0d5, 0x724d5c9c618a2152e99a45649a3b8cf198321f46",34338074408866,33256104679706,"[34338074408866, 8245707469895839932556, 69670, 5675104579814779790, 33256104679706]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0xb76bcf6b873cbd749854a90d477e6fe1fcbe86a6, 0xab3b031512a08c85d52c6e7c4f50170f01bf19e8",34338074408866,32880283594227,"[34338074408866, 8245707469895839932556, 69670, 18237058221887104408, 32880283594227]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0x5ed0dde7441efcd728e31cfd055c4c7efe20a57b, 0x4c083084c9d50334b343c44ec97d16011303cc73",34338074408866,33113333266613,"[34338074408866, 8245707469895839932556, 69670, 2057978733177163808, 33113333266613]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0x4cd36d6f32586177e36179a810595a33163a20bf, 0x7dd3f5705504002dc946aeafe6629b9481b72272",34338074408866,33187146208592,"[34338074408866, 8245707469895839932556, 69670, 93005898496977246, 33187146208592]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0x05a4fa8d7672bafc097223ce1188fa8940db2ddf, 0x7bfc76198fa4352d059f0edb9e8f9e0a0b755c09",34338074408866,33014721777153,"[34338074408866, 8245707469895839932556, 69670, 666175895151273299, 33014721777153]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0x7948548e3bf65a435413c05e818c61b3e673ae63, 0x1069cea8fa5e8a081536adecd62a7347d325e977",34338074408866,32976029853809,"[34338074408866, 8245707469895839932556, 69670, 16342481260772671686, 32976029853809]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0x3fa5db0910afc2a1e6de45039ea217410fb8641d, 0xa14e051af256157ce093aa54cb3b2f775358f559",34338074408866,33463736875906,"[34338074408866, 8245707469895839932556, 69670, 85362528606893777, 33463736875906]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0xa1db2fc9b2ceaf3cdf41fd11ffcb38404eae3906, 0x99920e0ba2b8aead4d10de769b28ecc29693c011",34338074408866,33593798216475,"[34338074408866, 8245707469895839932556, 69670, 2615279266794917318, 33593798216475]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0x4d7b070e3d625a4b8a40570fc1a6e8c4f7d333ff, 0xf2498cf36ede4e28c188042a0f2fdf9d89aa4ba8",34338074408866,33427066471649,"[34338074408866, 8245707469895839932556, 69670, 10328266971, 33427066471649]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0x4620bee6e5bd679b0242bf0bd6291b0ac45b909b, 0xf7bb3cbe60e63bb3d5dc40fb48f1857b40660b2f",34338074408866,32809981377520,"[34338074408866, 8245707469895839932556, 69670, 236962424945515837, 32809981377520]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x881d5c98866a08f90a6f60e3f94f0e461093d049, 0x03dff868e1c7837bf578078530acb94efc45681f, 0xbddffcbfba99ff4d27da2f4a9e40e83829133a49",34338074408866,32068251221830,"[34338074408866, 8245707469895839932556, 69670, 37956038352707675352814, 32068251221830]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x811beed0119b4afce20d2583eb608c6f7af1954f, 0x14a870fdc25fa79e73fb31669bbdbcd3fb32200a, 0x9e0f4648d2cc986196580184ed9459aba16262bf",34338074408866,32887582258601,"[34338074408866, 8245707469895839932556, 80101212238, 32887582258601]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x6a3d23fa07c455f88d70c29d230467c407a3964b, 0x76f4500a099ec231abc9708313ffeff671248ec1, 0x93e7dec988e24b08cc1606061b232deeb80ffbf8",72436121071313024,73358631523284233,"[72436121071313024, 429551347610, 1871616135928294404, 73358631523284233]",922510451971209
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x8d50d0fd88016ea63229e432803db4069c40db09, 0x9f8d8df26d5ab71b492ddce9799f432e36c289df, 0xcd7989894bc033581532d2cd88da5db0a4b12859, 0x97524f602706cdb64f9dfa71909ace06e98200b6",49336242264573808,49915761768910395,"[49336242264573808, 2698924078053414, 281610, 23558663383441839564, 49915761768910395]",579519504336587
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x8d50d0fd88016ea63229e432803db4069c40db09, 0x9f8d8df26d5ab71b492ddce9799f432e36c289df, 0x7ac54407a88599612b7ed37cc3144242d1006bcb, 0x9e0f4648d2cc986196580184ed9459aba16262bf",45766537031889120,46373460836136576,"[45766537031889120, 2504175357561838, 261334, 113358395750544, 46373460836136576]",606923804247456
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x8d50d0fd88016ea63229e432803db4069c40db09, 0x9f8d8df26d5ab71b492ddce9799f432e36c289df, 0x56b9f76ae3c872818f9250a700a2626240ae0169, 0xc3d7aa944105d3fafe07fc1822102449c916a8d0",60787403509583104,61489841819115862,"[60787403509583104, 3323096297756976, 346550, 1703683547886962529112, 61489841819115862]",702438309532758
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x8d50d0fd88016ea63229e432803db4069c40db09, 0x9f8d8df26d5ab71b492ddce9799f432e36c289df, 0x5548f847fd9a1d3487d5fbb2e8d73972803c4cce, 0x17ec169b5c1d0cb37dc66c4cf7d1855638408f70",7289002408668190,7301890832346046,"[7289002408668190, 399740913191385, 41793, 33554094897698148267911, 7301890832346046]",12888423677856
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x8d50d0fd88016ea63229e432803db4069c40db09, 0x9f8d8df26d5ab71b492ddce9799f432e36c289df, 0xc2f71bbca8fc4b8f0646bfe49c2514913f51c328, 0x9c18a2f9545112ab2fcbdd228536562406a53232",34338074408866,34215177781970,"[34338074408866, 1883970407860, 197, 5467593815, 34215177781970]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x8d50d0fd88016ea63229e432803db4069c40db09, 0x9f8d8df26d5ab71b492ddce9799f432e36c289df, 0xc149d5bbbf636006739754660efee3daa1335dfe, 0xdd97fce8441dabf221b330269750b18ba82b0cd6",20901724636605472,21063677052504141,"[20901724636605472, 1145356726518992, 119670, 101319412487641558558959, 21063677052504141]",161952415898669
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x8d50d0fd88016ea63229e432803db4069c40db09, 0x9f8d8df26d5ab71b492ddce9799f432e36c289df, 0x542c3b73d9d6aff394e729c9da62872fd59cfb7a, 0xdd5c8950cba7de3e63b1efbac0f67073a1c8a88e",34338074408866,34180359465088,"[34338074408866, 1883970407860, 197, 37539405706, 34180359465088]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x38a94c4f4d9400643f0fb97198f90c93986f018e, 0x5d08a36a46ee2ea2722a3b101a2a576341b8ddb5, 0xc5ed7350e0fb3f780c756ba7d5d8539dc242a414",34338074408866,33984996396398,"[34338074408866, 23618333352675084, 2521898843955179318, 33984996396398]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x3da1313ae46132a397d90d95b1424a9a7e3e0fce, 0x71aa44cbed2ca17077aee7c5087e86a53fc01f6e, 0xd3d2e2692501a5c9ca623199d38826e513033a17",34338074408866,33657503577472,"[34338074408866, 117673827686731346, 13274158175207112, 33657503577472]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x3da1313ae46132a397d90d95b1424a9a7e3e0fce, 0x71aa44cbed2ca17077aee7c5087e86a53fc01f6e, 0xff84179bf75737b9b651d712d6809e44cffb382a, 0x24d0753e0b1db16ae4acc6456b83a43af142495b",34338074408866,32637167092942,"[34338074408866, 117673827686731346, 13274158175207112, 4517024328094619, 32637167092942]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x3dd49f67e9d5bc4c5e6634b3f70bfd9dc1b6bd74, 0x5d95bb70e1d8b7fabc286bbc163642b3c39097a7, 0x724d5c9c618a2152e99a45649a3b8cf198321f46",96948083632767488,97436010005961240,"[96948083632767488, 480257639293421597272, 16686351577064852827648, 97436010005961240]",487926373193752
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x3dd49f67e9d5bc4c5e6634b3f70bfd9dc1b6bd74, 0x5d95bb70e1d8b7fabc286bbc163642b3c39097a7, 0xfe7444f63e0010a7208529608eb173760629483b, 0x4e9e73c0170f09e709573127c4ab02e57b868178",34338074408866,33221415269515,"[34338074408866, 170159904230461611, 5918862565498695166, 39392037889010646256, 33221415269515]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x3dd49f67e9d5bc4c5e6634b3f70bfd9dc1b6bd74, 0x5d95bb70e1d8b7fabc286bbc163642b3c39097a7, 0x720b722f4ec38f99ba3bb1303258d2e816e6a95b, 0x25647e01bd0967c1b9599fa3521939871d1d0888",34338074408866,32849651211793,"[34338074408866, 170159904230461611, 5918862565498695166, 684718699001803450, 32849651211793]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x3dd49f67e9d5bc4c5e6634b3f70bfd9dc1b6bd74, 0x5d95bb70e1d8b7fabc286bbc163642b3c39097a7, 0xa23e1f551cfeac9ff762d351010136fafc3008e9, 0x4c083084c9d50334b343c44ec97d16011303cc73",34338074408866,33705609035019,"[34338074408866, 170159904230461611, 5918862565498695166, 2094788412530230579, 33705609035019]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x3dd49f67e9d5bc4c5e6634b3f70bfd9dc1b6bd74, 0x5d95bb70e1d8b7fabc286bbc163642b3c39097a7, 0x14df541119f629c05d020f7c2d9862f0677da7e5, 0xf7bb3cbe60e63bb3d5dc40fb48f1857b40660b2f",34338074408866,31811842408505,"[34338074408866, 170159904230461611, 5918862565498695166, 229753553616982437, 31811842408505]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x3dd49f67e9d5bc4c5e6634b3f70bfd9dc1b6bd74, 0x30e7e1989cf774726dd9f4780cab42d5558003e6, 0x25647e01bd0967c1b9599fa3521939871d1d0888",34338074408866,34289314634718,"[34338074408866, 170159904230461611, 714727069886311686, 34289314634718]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x3dd49f67e9d5bc4c5e6634b3f70bfd9dc1b6bd74, 0x30e7e1989cf774726dd9f4780cab42d5558003e6, 0xb8a52f6403fb94dc8325511d8bdfc7c77c0fc3b8, 0x4e9e73c0170f09e709573127c4ab02e57b868178",34338074408866,32413014919804,"[34338074408866, 170159904230461611, 714727069886311686, 38433481125607585339, 32413014919804]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x3dd49f67e9d5bc4c5e6634b3f70bfd9dc1b6bd74, 0x30e7e1989cf774726dd9f4780cab42d5558003e6, 0x720b722f4ec38f99ba3bb1303258d2e816e6a95b, 0x724d5c9c618a2152e99a45649a3b8cf198321f46",76621053848521760,78440029595626582,"[76621053848521760, 379589196258004220250, 1584569905061888956361, 13423908879501945945169, 78440029595626582]",1818975747104822
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x582e3da39948c6339433008703211ad2c13eb2ac, 0xf1603432a96cb371f03d77501d1d7f55070cf8cc, 0x78612ae1f88bdf52fd8fe4c1844820716bf82d91",34338074408866,34248145159565,"[34338074408866, 11995298, 18773389, 34248145159565]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x582e3da39948c6339433008703211ad2c13eb2ac, 0xf6c0428f56f9ca7ed54bd824a4856e92c3a8e401, 0x514906fc121c7878424a5c928cad1852cc545892, 0x56feaccb7f750b997b36a68625c7c596f0b41a58",34338074408866,6382945342090,"[34338074408866, 11995298, 13163, 451758840175958, 6382945342090]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x582e3da39948c6339433008703211ad2c13eb2ac, 0xf6c0428f56f9ca7ed54bd824a4856e92c3a8e401, 0x2702bd7268793b5e1c7ee1ac2d9cae2ae2ecfe55, 0x469506e58d4d0d7abb476dd5c0a999d46723351f",34338074408866,6204893650506,"[34338074408866, 11995298, 13163, 15161113993831291, 6204893650506]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x582e3da39948c6339433008703211ad2c13eb2ac, 0xf6c0428f56f9ca7ed54bd824a4856e92c3a8e401, 0x684b00a5773679f88598a19976fbeb25a68e9a5f, 0x3f2eea452d4717dea05dbe55e1bfaf020294dd97",34338074408866,6065437169269,"[34338074408866, 11995298, 13163, 294038470049795428, 6065437169269]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x582e3da39948c6339433008703211ad2c13eb2ac, 0xf6c0428f56f9ca7ed54bd824a4856e92c3a8e401, 0xe93dc496dbc669d7ee4f03b0eb0a10bb13a4b2a4, 0xc5ed7350e0fb3f780c756ba7d5d8539dc242a414",34338074408866,6213657162937,"[34338074408866, 11995298, 13163, 461092008967740451, 6213657162937]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x582e3da39948c6339433008703211ad2c13eb2ac, 0xf6c0428f56f9ca7ed54bd824a4856e92c3a8e401, 0xa703f8d610369088f14f2a9954cd1cb394032c03, 0xdab143548832194c8f2677eba9830e0b453b37c6",34338074408866,6106118604174,"[34338074408866, 11995298, 13163, 199403, 6106118604174]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x582e3da39948c6339433008703211ad2c13eb2ac, 0xf6c0428f56f9ca7ed54bd824a4856e92c3a8e401, 0x819de42d3ab832eaf7111a222a8a5a7419f13b48, 0x92cc4300b9fd36242900bca782b2e9e000bd5099",34338074408866,6256582316060,"[34338074408866, 11995298, 13163, 4579016808540544, 6256582316060]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x582e3da39948c6339433008703211ad2c13eb2ac, 0xf6c0428f56f9ca7ed54bd824a4856e92c3a8e401, 0x8d553f9ca5fe1b749b1e2a5d9999dc2ab59e6ef7, 0x34d00a06161a5728845a3f83acd28488de57db00",34338074408866,6510449061224,"[34338074408866, 11995298, 13163, 2017158961, 6510449061224]",0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"0x582e3da39948c6339433008703211ad2c13eb2ac, 0xf6c0428f56f9ca7ed54bd824a4856e92c3a8e401, 0xacbf3c973eeec20c573ec930ce31198afb4ad0d5, 0x724d5c9c618a2152e99a45649a3b8cf198321f46",34338074408866,6283210030134,"[34338074408866, 11995298, 13163, 1072219354079935037, 6283210030134]",0
